waterbody_name,fish_species_present_at_waterbody,comments,special_regulations_on_waterbody,county,types_of_public_access,public_fishing_access_owner,waterbody_information,longitude,latitude,location,location_2
Wiscoy Creek,Brook Trout - Brown Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.11777688,42.53861263,POINT(-78.117776875 42.538612633),POINT(-78.117776875 42.538612633)
Eighteen Mile Creek,Brown Trout - Steelhead* - Atlantic Salmon - Chinook Salmon* - Coho Salmon* - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Niagara,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23883.html,-78.71715157,43.3361628,POINT(-78.717151567 43.336162796),POINT(-78.717151567 43.336162796)
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,None,,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23883.html,-78.85487398,43.02166818,POINT(-78.854873984 43.021668182),POINT(-78.854873984 43.021668182)
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,None,,Niagara,Shore Fishing - Boat Launch (Trailer Improved),North Tanawanda Botanical Gardens,http://www.dec.ny.gov/outdoor/23883.html,-78.82715287,43.03831148,POINT(-78.827152872 43.038311484),POINT(-78.827152872 43.038311484)
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,None,,Erie,Shore Fishing - Boat Launch (Trailer Improved),Amherst Veterans Memorial Park (Municipal),http://www.dec.ny.gov/outdoor/23883.html,-78.8025793,43.06501959,POINT(-78.802579298 43.065019587),POINT(-78.802579298 43.065019587)
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,None,,Niagara,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23898.html,-78.5917874,43.07421265,POINT(-78.591787404 43.074212652),POINT(-78.591787404 43.074212652)
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Shore Fishing - Boat Launch (Trailer Improved),Nia-wanda Municipal Park,http://www.dec.ny.gov/outdoor/23898.html,-78.89186776,43.01633831,POINT(-78.891867762 43.016338306),POINT(-78.891867762 43.016338306)
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Shore Fishing - Boat Launch (Trailer Improved),Isle View County Park,http://www.dec.ny.gov/outdoor/23898.html,-78.9102508,43.00966491,POINT(-78.910250799 43.009664906),POINT(-78.910250799 43.009664906)
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23898.html,-78.92485138,42.96472352,POINT(-78.924851382 42.964723521),POINT(-78.924851382 42.964723521)
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23898.html,-78.90954418,42.94573462,POINT(-78.909544175 42.945734622),POINT(-78.909544175 42.945734622)
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,Marina available at state park.,http://www.dec.ny.gov/outdoor/31428.html,Erie,Shore Fishing - Boat Launch (Hand Launch),Beaver Island State Park,,-78.95606107,42.95905857,POINT(-78.956061065 42.959058568),POINT(-78.956061065 42.959058568)
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Griffon Park (Municipal),http://www.dec.ny.gov/outdoor/23883.html,-78.95341521,43.07593844,POINT(-78.953415212 43.075938439),POINT(-78.953415212 43.075938439)
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Gratwick Riverside Park (Municipal),http://www.dec.ny.gov/outdoor/23883.html,-78.89928074,43.05392114,POINT(-78.899280741 43.053921139),POINT(-78.899280741 43.053921139)
Ischua Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/ischuacreek.pdf,-78.46291473,42.31005658,POINT(-78.462914733 42.310056584),POINT(-78.462914733 42.310056584)
Goose Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/goosecreek.pdf,-79.41246155,42.08418839,POINT(-79.412461551 42.084188387),POINT(-79.412461551 42.084188387)
Clear Creek (Ellington),Brown Trout,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekelling.pdf,-79.15853851,42.26557691,POINT(-79.158538511 42.265576911),POINT(-79.158538511 42.265576911)
Clear Creek (Ellington),Brown Trout,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekelling.pdf,-79.15330499,42.25750769,POINT(-79.153304992 42.257507691),POINT(-79.153304992 42.257507691)
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31493.html,St. Lawrence,Boat Launch (Trailer Improved),New York State Parks,http://www.dec.ny.gov/outdoor/23866.html,-75.40890603,44.61196897,POINT(-75.408906029 44.611968966),POINT(-75.408906029 44.611968966)
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,,Jefferson,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23890.html,-75.61155815,44.288391,POINT(-75.611558152 44.288390996),POINT(-75.611558152 44.288390996)
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31493.html,St. Lawrence,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23866.html,-75.25380286,44.32378951,POINT(-75.253802855 44.323789512),POINT(-75.253802855 44.323789512)
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31493.html,St. Lawrence,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23866.html,-75.25106974,44.31625221,POINT(-75.251069743 44.316252208),POINT(-75.251069743 44.316252208)
Genesee River (Lower),Brown Trout - Steelhead* - Coho Salmon* - Chinook Salmon* - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31420.html,Monroe,Shore Fishing,Seneca County Park,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrgeneseriv.pdf,-77.62350238,43.18709502,POINT(-77.623502382 43.187095015),POINT(-77.623502382 43.187095015)
East Branch Owego Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31498.html,Tioga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7ebrowegpfr.pdf,-76.1971358,42.35715261,POINT(-76.1971358 42.357152605),POINT(-76.1971358 42.357152605)
East Branch Owego Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31498.html,Tioga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7ebrowegpfr.pdf,-76.1953179,42.3734876,POINT(-76.1953179 42.373487602),POINT(-76.1953179 42.373487602)
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-74.97948479,42.49136255,POINT(-74.97948479 42.49136255),POINT(-74.97948479 42.49136255)
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-75.00774898,42.45774757,POINT(-75.00774898 42.457747565),POINT(-75.00774898 42.457747565)
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-74.97515782,42.50485649,POINT(-74.975157819 42.504856486),POINT(-74.975157819 42.504856486)
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-74.94241634,42.55664217,POINT(-74.942416339 42.556642172),POINT(-74.942416339 42.556642172)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23882.html,-75.24392835,43.11104243,POINT(-75.243928351 43.111042434),POINT(-75.243928351 43.111042434)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23882.html,-75.19392327,43.10131106,POINT(-75.193923274 43.10131106),POINT(-75.193923274 43.10131106)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Herkimer,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23891.html,-75.06987049,43.04128896,POINT(-75.06987049 43.041288963),POINT(-75.06987049 43.041288963)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Herkimer,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23891.html,-74.9784415,43.01835635,POINT(-74.978441496 43.018356349),POINT(-74.978441496 43.018356349)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Herkimer,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23891.html,-74.88215702,43.02554886,POINT(-74.882157024 43.025548857),POINT(-74.882157024 43.025548857)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing - Boat Launch (Hand Launch),Canal Corporation,,-74.62222411,42.93843211,POINT(-74.622224107 42.938432107),POINT(-74.622224107 42.938432107)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.57245262,42.90897634,POINT(-74.572452615 42.908976336),POINT(-74.572452615 42.908976336)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.61129149,42.92515292,POINT(-74.61129149 42.925152924),POINT(-74.61129149 42.925152924)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.57772967,42.90956977,POINT(-74.577729666 42.909569765),POINT(-74.577729666 42.909569765)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.28687004,42.94632914,POINT(-74.286870044 42.946329135),POINT(-74.286870044 42.946329135)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.2101924,42.94734109,POINT(-74.210192397 42.947341094),POINT(-74.210192397 42.947341094)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.19161687,42.93408478,POINT(-74.191616867 42.93408478),POINT(-74.191616867 42.93408478)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.17095407,42.92376339,POINT(-74.170954074 42.923763391),POINT(-74.170954074 42.923763391)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing - Boat Launch (Hand Launch),Canal Corporation,http://www.dec.ny.gov/outdoor/23885.html,-74.13825745,42.91588349,POINT(-74.138257453 42.915883487),POINT(-74.138257453 42.915883487)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing,Canal Corporation,,-74.04037682,42.87864351,POINT(-74.04037682 42.878643506),POINT(-74.04037682 42.878643506)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing - Boat Launch (Trailer Improved),Rotterdam Kiwanis Park,,-74.01391037,42.84698042,POINT(-74.013910374 42.846980416),POINT(-74.013910374 42.846980416)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing,Maalwyck Park (Municipal),,-73.99157644,42.83245309,POINT(-73.991576443 42.832453089),POINT(-73.991576443 42.832453089)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23871.html,-73.93041635,42.83112847,POINT(-73.930416351 42.831128466),POINT(-73.930416351 42.831128466)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing - Boat Launch (Trailer Improved),Canal Corporation,,-73.84739852,42.80321143,POINT(-73.847398524 42.803211429),POINT(-73.847398524 42.803211429)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing,Aqueduct Park (Municipal),,-73.89080534,42.84938063,POINT(-73.890805343 42.849380629),POINT(-73.890805343 42.849380629)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Albany,Shore Fishing - Boat Launch (Trailer Improved),Colonie Town Park (Municipal),,-73.74783972,42.79947822,POINT(-73.747839719 42.799478219),POINT(-73.747839719 42.799478219)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Albany,Shore Fishing,Canal Corporation,,-73.72990212,42.81978291,POINT(-73.729902122 42.819782908),POINT(-73.729902122 42.819782908)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Saratoga,Shore Fishing - Boat Launch (Trailer Improved),Canal Corporation,http://www.dec.ny.gov/outdoor/23872.html,-73.71445565,42.80788785,POINT(-73.714455653 42.807887852),POINT(-73.714455653 42.807887852)
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Saratoga,Shore Fishing - Boat Launch (Trailer Improved),New York State Parks,http://www.dec.ny.gov/outdoor/23872.html,-73.67748207,42.78559528,POINT(-73.677482067 42.785595276),POINT(-73.677482067 42.785595276)
East Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrebausable.pdf,-73.71757393,44.37112288,POINT(-73.717573933 44.371122876),POINT(-73.717573933 44.371122876)
Crystal Creek,Brook Trout - Brown Trout - Rainbow Trout,None,,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.38125887,43.83342104,POINT(-75.381258869 43.833421038),POINT(-75.381258869 43.833421038)
Crystal Creek,Brook Trout - Brown Trout - Rainbow Trout,None,,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.36820659,43.8224365,POINT(-75.368206585 43.822436497),POINT(-75.368206585 43.822436497)
Schoharie Creek (Lower),Smallmouth Bass - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31464.html,Montgomery,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.29022221,42.93954793,POINT(-74.290222212 42.939547926),POINT(-74.290222212 42.939547926)
Butternut Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7buttnutpfr.pdf,-76.08619534,42.88972237,POINT(-76.086195337 42.889722371),POINT(-76.086195337 42.889722371)
Butternut Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7buttnutpfr.pdf,-76.08096936,42.86781549,POINT(-76.080969359 42.867815493),POINT(-76.080969359 42.867815493)
Catharine Creek,Rainbow Trout,None,,Schuyler,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.84544095,42.29505641,POINT(-76.845440945 42.295056407),POINT(-76.845440945 42.295056407)
Catharine Creek,Rainbow Trout,None,,Chemung,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.83669971,42.27026373,POINT(-76.836699708 42.270263732),POINT(-76.836699708 42.270263732)
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.09327719,43.55031047,POINT(-76.093277191 43.550310474),POINT(-76.093277191 43.550310474)
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.06060769,43.5438113,POINT(-76.060607691 43.543811302),POINT(-76.060607691 43.543811302)
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.061565,43.53454373,POINT(-76.061564998 43.534543731),POINT(-76.061564998 43.534543731)
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.02012262,43.52327806,POINT(-76.020122618 43.523278062),POINT(-76.020122618 43.523278062)
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.02105716,43.52421786,POINT(-76.021057155 43.524217858),POINT(-76.021057155 43.524217858)
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.00123025,43.51180491,POINT(-76.001230247 43.511804914),POINT(-76.001230247 43.511804914)
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.00147932,43.51296899,POINT(-76.001479315 43.512968994),POINT(-76.001479315 43.512968994)
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-75.97866642,43.51974668,POINT(-75.978666423 43.519746684),POINT(-75.978666423 43.519746684)
Butternut Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7buttnutpfr.pdf,-76.06766122,42.85261011,POINT(-76.067661223 42.852610114),POINT(-76.067661223 42.852610114)
Butternut Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7buttnutpfr.pdf,-76.08038547,42.89781174,POINT(-76.080385468 42.897811735),POINT(-76.080385468 42.897811735)
Ninemile Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/71660.html,-76.34011914,43.01758137,POINT(-76.340119136 43.01758137),POINT(-76.340119136 43.01758137)
Ninemile Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/71660.html,-76.33643453,43.01298172,POINT(-76.336434529 43.01298172),POINT(-76.336434529 43.01298172)
Ninemile Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/71660.html,-76.33676694,43.00742214,POINT(-76.336766944 43.007422137),POINT(-76.336766944 43.007422137)
Ninemile Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/71660.html,-76.2788301,43.06789741,POINT(-76.278830101 43.06789741),POINT(-76.278830101 43.06789741)
Grout Brook,Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7groutbrpfr.pdf,-76.24581194,42.72906373,POINT(-76.245811944 42.729063732),POINT(-76.245811944 42.729063732)
Grout Brook,Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7groutbrpfr.pdf,-76.26999981,42.75985619,POINT(-76.26999981 42.759856186),POINT(-76.26999981 42.759856186)
Salmon Creek,Atlantic Salmon - Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7salcrekpfr.pdf,-76.54660424,42.53953291,POINT(-76.546604236 42.539532914),POINT(-76.546604236 42.539532914)
Salmon Creek,Atlantic Salmon - Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7salcrekpfr.pdf,-76.53433478,42.55235919,POINT(-76.534334778 42.552359193),POINT(-76.534334778 42.552359193)
Fall Creek (Upper),Brook Trout* - Brown Trout*,None,,Cayuga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7fallcrpfr.pdf,-76.28947133,42.66531828,POINT(-76.289471329 42.665318279),POINT(-76.289471329 42.665318279)
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.55329491,42.38428033,POINT(-76.553294908 42.384280325),POINT(-76.553294908 42.384280325)
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.52962627,42.33842299,POINT(-76.529626273 42.338422985),POINT(-76.529626273 42.338422985)
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.54054518,42.34702614,POINT(-76.540545177 42.347026136),POINT(-76.540545177 42.347026136)
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.54481595,42.35397302,POINT(-76.544815952 42.353973021),POINT(-76.544815952 42.353973021)
